ID,GRAD_YEAR,ACADEMIC_PROGRAM_1,DIVISION_1,ACADEMIC_PROGRAM_2,DIVISION_2,ACADEMIC_PROGRAM_3,DIVISION_3,Org_Name,Position,Industry
685,2006,Literature,Humanities,,,,,self employed,Functional Medicine Chef,Food
944,2009,Psychology,Social Sciences,,,,,Hunton & Williams LLP,Paralegal,Law
953,2013,Psychology,Social Sciences,,,,,Peace Corps,Volunteer,Non Profit
987,2015,Psychology,Social Sciences,,,,,Palm Shores Behavioral Center,Mental health Technician,Health & Fitness
677,2005,Literature,Humanities,,,,,Unknown,,Educational Services
1038,2018,Humanities,Humanities,,,,,First Church Shelter,Health and Safety Worker (part-time),Nonprofit
563,2017,History,Social Sciences,,,,,Freelance Virtual Assistant,,
1000,2006,Psychology,Social Sciences,,,,,LA Department of Aging,Americorps Volunteer,City/County/State
557,2017,History,Social Sciences,,,,,Unknown,,Library
560,2005,History,Social Sciences,,,,,Pennsylvania Superior Court,Deputy Law Clerk,Law
1044,2014,Humanities,Humanities,,,,,Academy of Precision Learning,ABA Therapist,Medical
548,2014,History,Social Sciences,,,,,The Boston Consulting Group,Communications Specialist,
564,2006,History,Social Sciences,,,,,Mote Marine Laboratory,Archivist,Marine
552,2003,History,Social Sciences,,,,,AMU's Washington College of Law,Student,Education
559,2005,History,Social Sciences,,,,,Unknown,TEFL Teacher,Education
984,2004,Psychology,Social Sciences,,,,,Mattie Rhodes Center,Community Services Specialist,Non Profit
570,2018,History,Social Sciences,,,,,GMMB,Media Data Engineer,
1047,2006,Humanities,Humanities,,,,,Erica Sirotich Illustration,Illustrator,Arts
583,2007,Humanities,Humanities,,,,,New York Life,Financial Services Representative,Financial Services
587,2013,Humanities,Humanities,,,,,INLINGO,Video Game Translator,
588,2013,Humanities,Humanities,,,,,City Year,City Year Corps Member,Non Profit
584,2007,Humanities,Humanities,,,,,Unknown,Technology & Human Rights Law,Law
628,2006,Humanities,Humanities,,,,,Manatee Clerk of the Circuit Court,Law Librarian,Law
712,2015,Marine Biology,Natural Sciences,,,,,Stocking Savvy,Owner,
625,2004,Humanities,Humanities,,,,,Florida International University,Instructor of Writing and Rhetoric,Education
627,2017,Humanities,Humanities,,,,,New York Film Academy,Resident Assistant,Education
997,2003,Psychology,Social Sciences,,,,,East Tennessee State University Department of Social Work,Assistant Professor,Education
582,2012,Humanities,Humanities,,,,,National Alliance of Mental Illness - Miami,Director of Programs,Non Profit
589,2015,Humanities,Humanities,,,,,Sur La Table,Associate,
637,2005,Humanities,Humanities,,,,,University of South Florida,Research Assistant,Education
959,2004,Psychology,Social Sciences,,,,,Univ. of Florida,Mental Health Technician,Healthcare Services
626,2005,Humanities,Humanities,,,,,Center for Adolescent Health - Johns Hopkins,Research Program Coordinator,Public Health
622,2004,Humanities,Humanities,,,,,Florida Eye Clinic,Licensed Optician,Healthcare
614,2015,Humanities,Humanities,,,,,Tattoo Promotion Factory,Office Assistant,Arts
976,2012,Psychology,Social Sciences,,,,,Education Development Center,Research Associate II,
1077,2013,Social Sciences,Social Sciences,,,,,Meridian Behavioral Healthcare,Access Center Team Lead,Healthcare
635,2006,Humanities,Humanities,,,,,Airtime,Support Rep,Technology
636,2009,Humanities,Humanities,,,,,Cerner Corporation,Project Manager,Healthcare
599,2013,Humanities,Humanities,,,,,New College of Florida,Office Manager,Education
624,2011,Humanities,Humanities,,,,,Springfield City Library,Reference Librarian,Library
597,2013,Humanities,Humanities,,,,,Cat Depot,Cat caretaker,
1073,2006,Social Sciences,Social Sciences,,,,,Unknown,Producer,
632,2003,Humanities,Humanities,,,,,Oakland Unified School District,Teacher,Education
1089,2004,Sociology,Social Sciences,,,,,Jade Community Acupuncture,Licensed Acupuncturist,Health & Fitness
727,2005,Mathematics,Natural Sciences,,,,,E'lir Capital LLC & Stormlight Capital,Founder/Private Investor,Investments
973,2003,Psychology,Social Sciences,,,,,Office of the State Attorney,Assistant State Attorney,Law
1097,2016,Sociology,Social Sciences,,,,,New College of Florida,Diversity and Inclusion Project Assistant,Education
726,2013,Mathematics,Natural Sciences,,,,,Akamai Technologies,Sr. Performance Engineer,Engineering
722,2013,Mathematics,Natural Sciences,,,,,Sea Breeze High School,Math Teacher,Education
610,2010,Humanities,Humanities,,,,,American Apparel,Store Manager,Retail
724,2003,Mathematics,Natural Sciences,,,,,DTCC,Sr Financial Risk Manager,Financial Services
612,2009,Humanities,Humanities,,,,,Triangle Community Foundation,Operations Manager,Nonprofit
1098,2004,Sociology,Social Sciences,,,,,"Pyramid, Inc.",Music Coordinator,Education
1099,2010,Sociology,Social Sciences,,,,,Conde Nast,Project Manager,Advertising
983,2012,Psychology,Social Sciences,,,,,University of Arizona,PhD Candidate,Education
603,2015,Humanities,Humanities,,,,,Sarasota County Library Assistant,Library Assistant,Library
1115,2004,Sociology,Social Sciences,,,,,"Kirk, Pinkerton, p.a.",Family Law Paralegal,Law
1116,2007,Sociology,Social Sciences,,,,,The Long Now Foundation,Programs Associate,Philanthropy
923,2012,Psychology,Social Sciences,,,,,Le Macaron French Pastries,Service Associate,Food Service
1118,2006,Sociology,Social Sciences,,,,,Hunter College CUNY,Adjunct Professor,Education
1119,2007,Sociology,Social Sciences,,,,,MARTA - Woodruff Arts Center Expansion Project,Capital Management Associate,
934,2013,Psychology,Social Sciences,,,,,City Year Miami,Team leader,Non Profit
1095,2007,Sociology,Social Sciences,,,,,Portland Alliance for Self Care,Accesibility Ambassador,Non Profit
782,2014,Neuroscience,Interdisciplinary,,,,,Advanced Energy Resources,Administrative Assistant,
1096,2002,Sociology,Social Sciences,,,,,University of Wisconson- Eau Claire,"Assist. Prof. of Sociology, Communication, & Journ",Education
665,2020,Interdisciplinary,Interdisciplinary,,,,,Fat Dog Spirits,Marketing and Social Media Coordinator,Marketing
742,2013,Music,Humanities,,,,,Coyote Kissies,Musician,Music
1086,2006,Sociology,Social Sciences,,,,,Oswego County OB-GYN,Certified Nurse-Midwife,Healthcare
607,2003,Humanities,Humanities,,,,,RADLabs,Self Employed Artist and Teacher,Arts
915,2014,Psychology,Social Sciences,,,,,Florida Blue,Digital Brand Manager,Marketing
1034,2020,Economics,Social Sciences,,,,,International Monetary Fund,"Research Assistant, Middle East & Central Asia Dep",
615,2004,Humanities,Humanities,,,,,Hampton Inn,Front Desk Supervisor,Hospitality
601,2013,Humanities,Humanities,,,,,New College of Florida,Work Crew,Education
631,2003,Humanities,Humanities,,,,,Path with Art,Music and Performance Coordinator,Music
932,2014,Psychology,Social Sciences,,,,,Office of the Public Defender - 20th Judicial Circuit,Disposition Specialist II,
749,2020,Humanities,Humanities,,,,,Isotropical Games,Composer,Music
750,2012,"Theater, Dance and Performance Studies",,,,,,Nelly Berman School of Music,Administrative Assistant,Education
936,2012,Psychology,Social Sciences,,,,,Banfield Pet Hospital,Unknown,Medical
639,2003,International and Area Studies,Interdisciplinary,,,,,unknown,Homemaker,
758,2009,Natural Sciences,Natural Sciences,,,,,Nielsen,Data Processing Specialist,Media
756,2011,Natural Sciences,Natural Sciences,,,,,Shopify,Front End Developer,Technology
1009,2002,Psychology,Social Sciences,,,,,Walmart,Night Stocker,Retail
771,2011,Natural Sciences,Natural Sciences,,,,,Score At The Top Learning Centers & Schools,Teacher,Education
641,2015,International and Area Studies,Interdisciplinary,,,,,International Sunshine Home,English Teacher,Education
1005,2002,Psychology,Social Sciences,,,,,University of Virginia,Assistant Professor,Education
775,2020,Natural Sciences,Natural Sciences,,,,,"Hale Law, P.A.",Case Manager,Law
922,2010,Psychology,Social Sciences,,,,,Lincoln Elementary School,Development Skills teacher,Education
1004,2002,Psychology,Social Sciences,,,,,The Nielsen Company,Research Analyst,Research
642,2005,International and Area Studies,Interdisciplinary,,,,,Cascadian Health,Therapist,Healthcare
645,2012,International and Area Studies,Interdisciplinary,,,,,Unknown,Intern,
643,2013,International and Area Studies,Interdisciplinary,,,,,Goethe Institut e.V,Senior Project Manager,Non Profit
768,2011,Natural Sciences,Natural Sciences,,,,,New College Child Center,Assistant Director,Education
927,2013,Psychology,Social Sciences,,,,,"Gamestop, Inc.",Senior Game Advisor,Technology
928,2003,Psychology,Social Sciences,,,,,Legal Advocates for Children and Youth,Senior Attorney,Non Profit
1006,2006,Psychology,Social Sciences,,,,,Art & Science Group,Graduate Student,Non-profit consulting
935,2011,Psychology,Social Sciences,,,,,"Donders Institute for Brain, Cognition and Behaviour",,Research
920,2012,Psychology,Social Sciences,,,,,University of Michigan,Postdoctoral Fellow,
754,2014,Natural Sciences,Natural Sciences,,,,,Microsoft Store,Services Advisor,Software
985,2003,Psychology,Social Sciences,,,,,Unknown,,Education
764,2012,Natural Sciences,Natural Sciences,,,,,Sarasota Middle School,Math Teacher,Education
1142,2015,Spanish Language and Literature,Humanities,,,,,Department of Education - Spain,Auxiliar de Conversation,
707,2014,Marine Biology,Natural Sciences,,,,,Milk Studios,Barista,Food Service
925,2008,Psychology,Social Sciences,,,,,Lost Planet,Assistant Editor,Film
938,2016,Psychology,Social Sciences,,,,,SeaWorld,Educator,Marine
1148,2012,Spanish Language and Literature,Humanities,,,,,Freelance Spanish Translator,Freelance Translator,
705,2019,Marine Biology,Natural Sciences,,,,,Girl Scouts of West Central Florida,STEM and Program Specialist,
671,2006,Literature,Humanities,,,,,The Japan Times,Reporter,Journalism
672,2010,Literature,Humanities,,,,,New College of Florida,Library Assistant,Education
1152,2009,Urban Studies,Interdisciplinary,,,,,Rensselaer Polytechnic Institute,Teaching Assistant,Education
669,2003,Literature,Humanities,,,,,The Catering Company of Chapel Hill,Event Planner,Food and Lodging
787,2012,Neuroscience,Interdisciplinary,,,,,Immutics,Research Associate,
1151,2011,Urban Studies,Interdisciplinary,,,,,"Nintendo of America, Inc.",Merchandising Representative,Electronics
670,2008,Literature,Humanities,,,,,Workman Publishin,Production Supervisor,Publishing
1052,2006,Humanities,Humanities,,,,,Georgetown Law School,Student,Law
1156,2004,Art,Humanities,,,,,Charles Theater,,
1043,2010,Humanities,Humanities,,,,,North American Teaching and Cultural Assistant Program,Teaching Assistant,Education
1159,2002,Art,Humanities,,,,,MapQuest,User Experience Researcher,Software
1056,2008,Humanities,Humanities,,,,,USF College of Marine Science,Assistant Director for Academic Affairs,Education
1041,2011,Humanities,Humanities,,,,,Appalachian Mountain Community Health Center,Physician Assistant,Healthcare
687,2008,Literature,Humanities,,,,,National Skills Coalition,National Network Associate,Government
1057,2018,Humanities,Humanities,,,,,"American Documentary, Inc.",Digital Production Coordinator,
990,2009,Psychology,Social Sciences,,,,,Galileo Learning,Camp Director,Education
1035,2011,Humanities,Humanities,,,,,SRQ Magazine,Staff Photographer,Journalism
676,2020,Literature,Humanities,,,,,Northspyre,Business Development Associate,Business
667,2012,Literature,Humanities,,,,,Two Sisters Baking Co.,Owner,
972,2003,Psychology,Social Sciences,,,,,Ghirardelli Chocolate Company,Product Designer,Food and Lodging
1090,2007,Sociology,Social Sciences,,,,,McDermott Will & Emery LLP,Associate Attorney,Law
998,2007,Psychology,Social Sciences,,,,,Law office of John B. Baez,Attorney,Law
1042,2005,Humanities,Humanities,,,,,Unknown,Librarian,
962,2011,Psychology,Social Sciences,,,,,Best Buy,Customer Specialist,Retail
1040,2008,Humanities,Humanities,,,,,Camden Coalition of Healthcare Providers,Senior Communications Writer,Healthcare
1002,2008,Psychology,Social Sciences,,,,,Jewish Family Services,Case Manager,Non Profit
1045,2008,Humanities,Humanities,,,,,"General Services Administration, Office of Regional Counsel",,Government
683,2005,Literature,Humanities,,,,,Tufts University,Admin. Assistant,Education
1051,2002,Humanities,Humanities,,,,,ICF International,Senior Associate,Public Health
1049,2019,Humanities,Humanities,,,,,Global Advisor Group,Client Service Associate,
679,2002,Literature,Humanities,,,,,Texas State Library and Archives Commision,Reference Archivist,Library
1050,2008,Humanities,Humanities,,,,,Capitol Area Immigrant Rights Coalition,Avodah/Jewish Service Corps Fellow,Nonprofit
943,2006,Psychology,Social Sciences,,,,,Berkeley Unified School District,Education Specialist,Education
710,2015,Marine Biology,Natural Sciences,,,,,Manatee County Parks and Natural Resources,Education Volunteer Specialist,Government
708,2012,Marine Biology,Natural Sciences,,,,,Smithers Environmental Risk Sciences Division,Biologist II,
1048,2009,Humanities,Humanities,,,,,Creative Pinellas,Administrative & Marketing Coordinator,Non Profit
706,2020,Marine Biology,Natural Sciences,,,,,USDA Animal and Plant Health Inspection Service (APHIS),Biological Science Technician,
703,2020,Marine Biology,Natural Sciences,,,,,Mote Marine Laboratory,Ocean Acidification Research Technician,Marine
991,2015,Psychology,Social Sciences,,,,,"Maglio, Christopher & Toale",Research Assistant,Law
986,2004,Psychology,Social Sciences,,,,,unknown,,
704,2015,Marine Biology,Natural Sciences,,,,,Aquatica Tropicals,Biologist,
992,2002,Psychology,Social Sciences,,,,,The Children's Program,Licensed Psychologist,Education
1071,2016,Social Sciences,Social Sciences,,,,,Ritz Carlton,Front Desk Agent,
714,2020,Marine Biology,Natural Sciences,,,,,Davenport School of the Arts,Teacher,Education
1079,2008,Social Sciences,Social Sciences,,,,,City of Somerville,Lead Program Manager,City/County/State
1076,2004,Social Sciences,Social Sciences,,,,,unknown,"Acupuncturist, naturopath",Healthcare Services
728,2012,Mathematics,Natural Sciences,,,,,University of Arizona,Ph.D. Candidate,Education
1078,2013,Social Sciences,Social Sciences,,,,,JET Program,ALT,Education
718,2006,Mathematics,Natural Sciences,,,,,HRL Laboratories,Research Staff,Research
719,2015,Mathematics,Natural Sciences,,,,,"HRL Laboratories, LLC",Machine Learning Engineer,Engineering
1080,2020,Social Sciences,Social Sciences,,,,,DLE Court Reporters,,
720,2003,Mathematics,Natural Sciences,,,,,FICO,Lead Analytic Scientist,Financial Services
1074,2002,Social Sciences,Social Sciences,,,,,Street Roots Newspaper,Reporter,Media
1082,2016,Social Sciences,Social Sciences,,,,,New College of Florida,Assistant Director of Student Success,
1072,2005,Social Sciences,Social Sciences,,,,,Law Office of Brian R. Claeys,Attorney,Law
1081,2009,Social Sciences,Social Sciences,,,,,CA State Department of Finance,Budget Analyst,Government
859,2012,Political Science,Social Sciences,,,,,Winston & Strawn LLP,Associate,
717,2008,Mathematics,Natural Sciences,,,,,United States Military Academy,Assistant Professor,Education
971,2004,Psychology,Social Sciences,,,,,University of Florida,Assistant Professor,Research
1103,2013,Sociology,Social Sciences,,,,,Orlando Heart Specialists,Research Assistant / IT,Medical
847,2008,Political Science,Social Sciences,,,,,Holland & Knight,Public Affairs Advisor,Law
1109,2003,Sociology,Social Sciences,,,,,Kyocera Technology Dept.,Product Specialist / Translator,
769,2020,Natural Sciences,Natural Sciences,,,,,Ramapo for Children,School-Age Child Care (SACC) Program Site Supervis,Educational Services
770,2015,Natural Sciences,Natural Sciences,,,,,Feathr,Customer Success Manager,
729,2019,Mathematics,Natural Sciences,,,,,High School,Teacher/ Math,Education
977,2020,Psychology,Social Sciences,,,,,The Palace Group,Activities Assistant,
1110,2004,Sociology,Social Sciences,,,,,Jacobs,Consultant,Engineering
980,2007,Psychology,Social Sciences,,,,,Western State University,Law Student,Law
981,2012,Psychology,Social Sciences,,,,,Catalyst Miami,Communications Coordinator- VISTA,Journalism
1092,2011,Sociology,Social Sciences,,,,,Hillsborough County Public Schools,Teacher,Education
734,2011,Medieval & Renaissance Studies,Interdisciplinary,,,,,UNC at Chapel Hill,Library Science Graduate Student,Library
1114,2020,Sociology,Social Sciences,,,,,University of West Florida,Research Assistant,
945,2012,Psychology,Social Sciences,,,,,Urvin AI,Data Engineer,
916,2007,Psychology,Social Sciences,,,,,WJB Dorn VA Medical Center,Staff Psychologist,Government
1117,2007,Sociology,Social Sciences,,,,,thoughtbot,Community Manager,Technology
741,2008,Music,Humanities,,,,,Agnes Scott College,SUMMIT Advisor,Education
989,2013,Psychology,Social Sciences,,,,,Operation Par,Counselor,
829,2015,Physics,Natural Sciences,,,,,Delivery Hero Germany,Software Engineer,Information Technology
822,2006,Physics,Natural Sciences,,,,,Synopsys,Application Engineer,Engineering
1054,2012,Humanities,Humanities,,,,,6th Judicial Circuit,Assistant State Attorney,Law
788,2009,Neuroscience,Interdisciplinary,,,,,Pelot's Pharmacy,Per Diem Pharmacist,Pharmaceutical
783,2020,Neuroscience,Interdisciplinary,,,,,Sarasota Memorial Hospital,Courtyard Tower Volunteer,Healthcare
1007,2002,Psychology,Social Sciences,,,,,ATCMHMR,Counselor,Healthcare Services
996,2008,Psychology,Social Sciences,,,,,"Gassman, Crotty & Denicolo",Law Clerk,Law
1088,2004,Sociology,Social Sciences,,,,,Unknown,Registrar,
968,2018,Psychology,Social Sciences,,,,,Deloitte,Solution Analyst,Technology
1053,2006,Humanities,Humanities,,,,,New College of Florida,AV Specialist,
737,2020,Music,Humanities,,,,,Tallahassee Classical School,Teacher,Education
958,2004,Psychology,Social Sciences,,,,,"Marsh & McLennan Companies, Inc.","Sr. Mgr., Social Impact, Global Partnershipss",
931,2010,Psychology,Social Sciences,,,,,Security National Mortgage Company,JR. Broker Coordinator,Financial Services
949,2008,Psychology,Social Sciences,,,,,Florida Department of Health - Sarasota Co,Tobacco Program Manager,Healthcare
975,2011,Psychology,Social Sciences,,,,,Blue Cross Blue Shield Global,Senior Account Management Specialist,Healthcare
988,2004,Psychology,Social Sciences,,,,,Country Doctor Clinic,HIV Medical Case Manager,Healthcare
761,2004,Natural Sciences,Natural Sciences,,,,,"East Carolina University, Brody School of Medicine",Clinical Research Nurse Specialist,Healthcare
1158,2002,Art,Humanities,,,,,Henderson Shapiro Peck,Designer,Arts
841,2003,Political Science,Social Sciences,,,,,HSBC Private Banking,Senior Wealth Planner,Financial Services
1100,2012,Sociology,Social Sciences,,,,,National Labor Relations Board,Labor Studies Graduate Research Assistant,Government
913,2002,Political Science,Social Sciences,,,,,State of Florida,Attorney,Law
759,2013,Natural Sciences,Natural Sciences,,,,,University of Florida Whitney Lab,Biogeochemistry Lab Tech,Research
823,2007,Physics,Natural Sciences,,,,,Old Dominion University,Assistant Professor,Education
1102,2010,Sociology,Social Sciences,,,,,Sarasota Film Festival Inc.,Features Programmer,Film
851,2014,Political Science,Social Sciences,,,,,Authority Marketing Films,Project Producer and Client Liason,Media
848,2003,Political Science,Social Sciences,,,,,University of Maine,Assistant Professor - Political Science,Education
999,2002,Psychology,Social Sciences,,,,,Bleuler Psychotherapy Center,Psychotherapist,Healthcare Services
773,2009,Natural Sciences,Natural Sciences,,,,,Scripps Mercy Hospital,Doctor (Resident),Medical
755,2015,Natural Sciences,Natural Sciences,,,,,Scribe America,Medical Scribe,Medical
853,2012,Political Science,Social Sciences,,,,,Michigan Supreme Court,Judicial Law Clerk,Law
760,2006,Natural Sciences,Natural Sciences,,,,,Falon Land Studio LLC,Landscape Architect,Environmental
762,2017,Natural Sciences,Natural Sciences,,,,,Mathnasium,Lead instructor,Education
1141,2010,Philosophy,,,,,,Publicis Life Brands Medicus,Copy Supervisor,
767,2003,Natural Sciences,Natural Sciences,,,,,ACLU of FL,Civil Libertarian,Non Profit
765,2013,Natural Sciences,Natural Sciences,,,,,Star2Star Communications,Programmer,Technology
807,2012,Philosophy,Humanities,,,,,JobDiva,Lead Copywriter/Technical Communications Officer,
957,2018,Psychology,Social Sciences,,,,,Law Office of Robert H. Mohr,Legal Assistant,Law
1105,2013,Sociology,Social Sciences,,,,,French Government TAPIF,English Teaching Assistant,Education
1155,2002,Art,Humanities,,,,,Ista North America,,Financial Services
961,2004,Psychology,Social Sciences,,,,,ALSAC/St Jude Children's Research Hospitl,Bilingual Web Content Specialist,Healthcare
1039,2019,Humanities,Humanities,,,,,"YMCA of Easley, Pickens & Powdersville",Afterschool Care Site Coordinator,Non Profit
1031,2014,Public Policy,Interdisciplinary,,,,,"SailFuture, Inc",Director,Non Profit
964,2016,Psychology,Social Sciences,,,,,New College of Florida,Admissions Coordinator,Education
979,2002,Psychology,Social Sciences,,,,,OCPS,Teacher,Education
995,2003,Psychology,Social Sciences,,,,,Florida Atlantic University,Writing Consultant,Education
784,2012,Neuroscience,Interdisciplinary,,,,,Better Better Better Inc,CEO,
1032,2003,Public Policy,Interdisciplinary,,,,,Department of Defense,Financial Analyst,Government
827,2013,Physics,Natural Sciences,,,,,University of Washington,Teaching Assistant / Research assistant,Education
842,2019,Political Science,Social Sciences,,,,,Healthy Gamer,Coach,
1085,2010,Sociology,Social Sciences,,,,,"University of California, Merced",Teaching Assistant,Education
858,2003,Political Science,Social Sciences,,,,,Johnson Controls,System Representative,Information Technology
857,2020,Political Science,Social Sciences,,,,,All Faiths Food Bank,Agency Relations Coordinator,Non Profit
864,2004,Political Science,Social Sciences,,,,,George Washington University,,
865,2003,Political Science,Social Sciences,,,,,Independent Weekly,Classifieds Account Executive,
1093,2014,Sociology,Social Sciences,,,,,SCOPE,,Non Profit
1001,2002,Psychology,Social Sciences,,,,,Epic,Software Quality Assurance,Software
947,2010,Psychology,Social Sciences,,,,,Washington University in St. Louis,Ph.D. Candidate,Education
1068,2002,Social Sciences,Social Sciences,,,,,Unknown,Preschool Teacher,Education
866,2004,Political Science,Social Sciences,,,,,McBreen & Nowack PA,Attorney,Law
1037,2013,Humanities,Humanities,,,,,New College of Florida,VISTA Volunteer Coordinator,Education
969,2003,Psychology,Social Sciences,,,,,Ashworth University,Associate Registrar,Education
982,2004,Psychology,Social Sciences,,,,,University of North Carolina,Research Project Manager,Education
914,2003,Psychology,Social Sciences,,,,,Education Development Center,Research Associate II,Non Profit
956,2007,Psychology,Social Sciences,,,,,Linn-Benton Community College,Adjunct Professor,Education
954,2019,Psychology,Social Sciences,,,,,Law360,Data Analyst,
1121,2007,Sociology,Social Sciences,,,,,Harborview Medical Center,Registered Nurse,Healthcare
849,2003,Political Science,Social Sciences,,,,,Realize Bradenton,Community Engagement Coordinator,Non Profit
930,2011,Psychology,Social Sciences,,,,,General Federation of Women's Clubs,Administrative Assistant,Community Services
951,2004,Psychology,Social Sciences,,,,,Park East High School,"Math Teacher, Dept. Head",Education
1091,2006,Sociology,Social Sciences,,,,,Scholastica,CEO-Co-Founder,Online Media
965,2014,Psychology,Social Sciences,,,,,Universitat Pompeu Fabra,Research Assistant,Education
952,2005,Psychology,Social Sciences,,,,,Coastal Counseling,Social Worker,Community Services
993,2005,Psychology,Social Sciences,,,,,"University of Utah, Psychology Department",Assistant Professor,Education
808,2012,Philosophy,Humanities,,,,,Hubbub Coffee,Manager,Food Service
1150,2008,Anthropology,Social Sciences,,,,,Bilzin Sumberg,Associate,
873,2004,Political Science,Social Sciences,,,,,U.S. General Services Administration,Director of Innovation,Government
843,2009,Political Science,Social Sciences,,,,,Vinayaka Hospitality,Regional Manager,Hospitality
850,2006,Political Science,Social Sciences,,,,,McCulloch Law PA,Attorney,Law
1069,2005,Social Sciences,Social Sciences,,,,,University of TX at Austin,Graduate Program Coordinator,Education
835,2003,Political Science,Social Sciences,,,,,West Virginia Universtiy,Assistant Professor of Political Science,Education
1104,2004,Sociology,Social Sciences,,,,,Portland Community College,"Co-Director, PCC Clear Clinic",
1055,2003,Humanities,Humanities,,,,,Vietnamese American Vocational Training College,Dean of Academic & Student Affairs,Education
826,2010,Physics,Natural Sciences,,,,,NASA,Mission Architect,
1046,2003,Humanities,Humanities,,,,,MAPS,,
924,2005,Psychology,Social Sciences,,,,,"iWin, Inc",Lead Designer,Software Design
1112,2007,Sociology,Social Sciences,,,,,Sarasota County Library System,Librarian,Library
1070,2014,Social Sciences,Social Sciences,,,,,Peace Corps Macedonia,,
1111,2015,Sociology,Social Sciences,,,,,Sarasota School Board,Restorative Strategies Coordinator,Education
937,2013,Psychology,Social Sciences,,,,,Excite All Stars,Counselor,Education
1058,2009,Humanities,Humanities,,,,,Piedmont Restaurant,Cook,Food Service
840,2020,Political Science,Social Sciences,,,,,City Year,City Year Americorps Member,
963,2004,Psychology,Social Sciences,,,,,Stephen F. Austin State University,Teaching Assistant,Education
834,2009,Political Science,Social Sciences,,,,,Sinapi Law Associates,Associate,
941,2018,Psychology,Social Sciences,,,,,University of South Florida,Clinical Research Associate,Higher education
845,2016,Political Science,Social Sciences,,,,,Barnes Walker,Associate Attorney,Law
871,2004,Political Science,Social Sciences,,,,,The City of New York-Department of City Planning,Director of Governmental Affairs,City/County/State
1003,2006,Psychology,Social Sciences,,,,,"Purrfect Portal, Inc.",Founder,
994,2011,Psychology,Social Sciences,,,,,Blackboard,Director of Analytics,Information Technology
1107,2002,Sociology,Social Sciences,,,,,unknown,,
960,2008,Psychology,Social Sciences,,,,,Ellucian,Associate Consultant,Education
1122,2009,Sociology,Social Sciences,,,,,United Church of Christ,Minister,Religion
1113,2006,Sociology,Social Sciences,,,,,Northwestern University,Faculty,Education
1101,2004,Sociology,Social Sciences,,,,,Industrial Data Associates (IDA),Data Analyst,IT Communications
1108,2009,Sociology,Social Sciences,,,,,Blindspot,Writer,Media
929,2016,Psychology,Social Sciences,,,,,Oak Park Temple,Religious School Teacher,Education
1106,2009,Sociology,Social Sciences,,,,,Planned Parenthood of New York City,VP of Individual Giving & Events,
1094,2006,Sociology,Social Sciences,,,,,Prevention Institute,,
1066,2007,Russian Language and Literature,Humanities,,,,,Collier County Public Schools- Golden Gate High School,Language Arts/ AP Literature Teacher,Education

